term,str_type,mean_embeddings,category,continental,regional,subclass,source,date_added
sakizaya,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
salar,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
salır,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
sam kiang,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
sama,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
samaritans,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
sambal,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
sami,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
samoyedic,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
san_diu,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
santali,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
saraiki,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
sarïg yogïr,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
sartuul,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
sasak,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
saurashtra,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
sauria_paharia,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
say_siyat,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
seediq,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
selkup,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
semitic,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
senoi,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
sentinelese,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
setos,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
shabaks,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
shan,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
shandongese,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
shanghainese,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
sheedis,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
shehri,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
sherdukpen,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
sherpas,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
shina,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
shompen,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
siberian_tatars,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
sichuanese,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
sikkimese,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
sindhi,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
sinhalese,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
sino_burmese,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
sirenik_eskimos,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
sonowal,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
soqotra,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
soqotri,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
sora,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
subanon,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
sumbawa,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
sundanese,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
surigaonon,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
sutiya,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
sylheti,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
szeyupese,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
t'boli,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
tabaris,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
tabasarans,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
tadarlar,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
tadyawan,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
tagalog,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
tai,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
tai_aiton,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
tai_khamti,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
tai_khamyang,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
tai_phake,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
tai_phakial,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
tai_turung,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
tajiks,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
takpa,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
talysh,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
tamang,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
tamil,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
tamils,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
tanka,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
tao,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
taroko,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
tatarlar,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
tatic,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
tats,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
tausūg,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
tay,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
tayal,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
tayan,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
telugu,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
tenggerese,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
teochew,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
thakali,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
thami,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
thao,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
tharu,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
thổ,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
tibetan_ladakhis,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
tibetan_muslim,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
tibetans,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
tibeto_burman,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
tientsinese,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
tindis,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
tingguian,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
toda,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
toraja,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
tripuris,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
truku,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
tsaatan,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
tsakhur,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
tsez,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
tsezic,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
tshangla,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
tsou,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
tuluvas,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
turung,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
tuvans,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
tyvalar,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
udege,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
udins,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
udmurt'yos,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
udmurts,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
uriankhai,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
uriankhan,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
uriankhat,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
uttarakhandi,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
uttarakhandi_bhotiya,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
uyghur,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
uyghurs,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
vainakh,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
vedda,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
veps,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
vietic,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
vietnamese,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
visayans,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
voguls,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
volga_finns,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
wa_people,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
waray,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
weitou,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
white tai,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
wūliánghǎi,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
yaghnobi,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
yakan,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
yakkha,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
yakuts,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
yamato,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
yami,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
yao,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
yazidis,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
yaγnōbī́t,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
yiqby,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
yogïr,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
yugur,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
yukaghir,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
yukagirs,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
yunnanese,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
zamboangueño,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
zan,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
zaza_gorani,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
zazas,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
zhangzhou,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
zhuang,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
zo_people,,1,subnational,asia,eurasian,NA,https://en.wikipedia.org/wiki/List_of_indigenous_peoples#Eurasia,2020-06-17
abra,,1,subnational,asia,filipino,NA,https://en.wikipedia.org/wiki/List_of_demonyms_for_Philippine_provinces,2020-05-28
abreña,,1,subnational,asia,filipino,NA,https://en.wikipedia.org/wiki/List_of_demonyms_for_Philippine_provinces,2020-05-28
abrenian,,1,subnational,asia,filipino,NA,https://en.wikipedia.org/wiki/List_of_demonyms_for_Philippine_provinces,2020-05-28
abrenians,,1,subnational,asia,filipino,NA,https://en.wikipedia.org/wiki/List_of_demonyms_for_Philippine_provinces,2020-05-28
abreño,,1,subnational,asia,filipino,NA,https://en.wikipedia.org/wiki/List_of_demonyms_for_Philippine_provinces,2020-05-28
agusan_del_norte,,1,subnational,asia,filipino,NA,https://en.wikipedia.org/wiki/List_of_demonyms_for_Philippine_provinces,2020-05-28
agusan_del_sur,,1,subnational,asia,filipino,NA,https://en.wikipedia.org/wiki/List_of_demonyms_for_Philippine_provinces,2020-05-28
agusanian,,1,subnational,asia,filipino,NA,https://en.wikipedia.org/wiki/List_of_demonyms_for_Philippine_provinces,2020-05-28
agusanon,,1,subnational,asia,filipino,NA,https://en.wikipedia.org/wiki/List_of_demonyms_for_Philippine_provinces,2020-05-28
aklan,,1,subnational,asia,filipino,NA,https://en.wikipedia.org/wiki/List_of_demonyms_for_Philippine_provinces,2020-05-28
aklanese,,1,subnational,asia,filipino,NA,https://en.wikipedia.org/wiki/List_of_demonyms_for_Philippine_provinces,2020-05-28
aklanon,,1,subnational,asia,filipino,NA,https://en.wikipedia.org/wiki/List_of_demonyms_for_Philippine_provinces,2020-05-28
